"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Karoly","Burgoine","Male","57","1947-04-06","Account Representative IV","Health","High Net Worth","N","Yes","21","18 Morning Circle","3012","VIC","Australia","2","{""formula"":"""",""result"":0.84}","{""formula"":""Q868*(IF(J868=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R868*(IF(OR(VALUE(P868)>8,VALUE(D868)>80),1.25,1))"",""result"":1.05}","{""formula"":""S868*(IF(H868=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W868,W1:W1002,0)"",""result"":865}","865","0.55"
"Clarine","Piecha","Female","99","1964-12-07","Dental Hygienist","Health","High Net Worth","N","No","14","7523 Eggendart Hill","4151","QLD","Australia","10","{""formula"":"""",""result"":1.01}","{""formula"":""Q869*(IF(J869=\""Yes\"",1.25,1))"",""result"":1.01}","{""formula"":""R869*(IF(OR(VALUE(P869)>8,VALUE(D869)>80),1.25,1))"",""result"":1.2625}","{""formula"":""S869*(IF(H869=\""Mass Customer\"",0.85,1))"",""result"":1.2625}","{""formula"":""RANK(W869,W1:W1002,0)"",""result"":865}","865","0.55"
"Mycah","Beaston","Male","11","1961-07-31","Environmental Specialist","n/a","High Net Worth","N","Yes","12","2 Mandrake Street","2221","NSW","Australia","11","{""formula"":"""",""result"":1.09}","{""formula"":""Q870*(IF(J870=\""Yes\"",1.25,1))"",""result"":1.3625}","{""formula"":""R870*(IF(OR(VALUE(P870)>8,VALUE(D870)>80),1.25,1))"",""result"":1.703125}","{""formula"":""S870*(IF(H870=\""Mass Customer\"",0.85,1))"",""result"":1.703125}","{""formula"":""RANK(W870,W1:W1002,0)"",""result"":865}","865","0.55"
"Clemmie","Bartoszewicz","Female","87","1958-07-28","Statistician IV","Financial Services","Mass Customer","N","No","8","727 Morrow Parkway","3197","VIC","Australia","9","{""formula"":"""",""result"":0.66}","{""formula"":""Q871*(IF(J871=\""Yes\"",1.25,1))"",""result"":0.66}","{""formula"":""R871*(IF(OR(VALUE(P871)>8,VALUE(D871)>80),1.25,1))"",""result"":0.8250000000000001}","{""formula"":""S871*(IF(H871=\""Mass Customer\"",0.85,1))"",""result"":0.70125}","{""formula"":""RANK(W871,W1:W1002,0)"",""result"":865}","865","0.55"
"Randall","Mason","Male","95","1974-07-28","Product Engineer","Health","Mass Customer","N","Yes","12","83497 Memorial Plaza","2570","NSW","Australia","11","{""formula"":"""",""result"":1.06}","{""formula"":""Q872*(IF(J872=\""Yes\"",1.25,1))"",""result"":1.325}","{""formula"":""R872*(IF(OR(VALUE(P872)>8,VALUE(D872)>80),1.25,1))"",""result"":1.65625}","{""formula"":""S872*(IF(H872=\""Mass Customer\"",0.85,1))"",""result"":1.4078125}","{""formula"":""RANK(W872,W1:W1002,0)"",""result"":870}","870","0.544"
"Donica","Humby","Female","47","1967-06-01","Senior Cost Accountant","Financial Services","Mass Customer","N","No","4","488 Briar Crest Court","2101","NSW","Australia","12","{""formula"":"""",""result"":0.83}","{""formula"":""Q873*(IF(J873=\""Yes\"",1.25,1))"",""result"":0.83}","{""formula"":""R873*(IF(OR(VALUE(P873)>8,VALUE(D873)>80),1.25,1))"",""result"":1.0375}","{""formula"":""S873*(IF(H873=\""Mass Customer\"",0.85,1))"",""result"":0.8818749999999999}","{""formula"":""RANK(W873,W1:W1002,0)"",""result"":871}","871","0.541875"
"Lotty","Loach","Female","76","1961-08-23","Nurse","Health","High Net Worth","N","Yes","7","78451 South Street","2380","NSW","Australia","3","{""formula"":"""",""result"":0.84}","{""formula"":""Q874*(IF(J874=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R874*(IF(OR(VALUE(P874)>8,VALUE(D874)>80),1.25,1))"",""result"":1.05}","{""formula"":""S874*(IF(H874=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W874,W1:W1002,0)"",""result"":871}","871","0.541875"
"Marie-jeanne","Breawood","Female","37","1953-10-12","Clinical Specialist","Health","High Net Worth","N","No","8","6 Prairieview Pass","2770","NSW","Australia","6","{""formula"":"""",""result"":1.07}","{""formula"":""Q875*(IF(J875=\""Yes\"",1.25,1))"",""result"":1.07}","{""formula"":""R875*(IF(OR(VALUE(P875)>8,VALUE(D875)>80),1.25,1))"",""result"":1.07}","{""formula"":""S875*(IF(H875=\""Mass Customer\"",0.85,1))"",""result"":1.07}","{""formula"":""RANK(W875,W1:W1002,0)"",""result"":871}","871","0.541875"
"Babara","Sissel","Female","50","27188",,"IT","Mass Customer","N","Yes","21","5 Ohio Road","3169","VIC","Australia","10","{""formula"":"""",""result"":0.44}","{""formula"":""Q876*(IF(J876=\""Yes\"",1.25,1))"",""result"":0.55}","{""formula"":""R876*(IF(OR(VALUE(P876)>8,VALUE(D876)>80),1.25,1))"",""result"":0.6875}","{""formula"":""S876*(IF(H876=\""Mass Customer\"",0.85,1))"",""result"":0.584375}","{""formula"":""RANK(W876,W1:W1002,0)"",""result"":871}","871","0.541875"
"Rodolphe","Glenton","Male","88","27300","Programmer Analyst II","Financial Services","Affluent Customer","N","No","11","4787 Golf Terrace","3163","VIC","Australia","7","{""formula"":"""",""result"":1.05}","{""formula"":""Q877*(IF(J877=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R877*(IF(OR(VALUE(P877)>8,VALUE(D877)>80),1.25,1))"",""result"":1.3125}","{""formula"":""S877*(IF(H877=\""Mass Customer\"",0.85,1))"",""result"":1.3125}","{""formula"":""RANK(W877,W1:W1002,0)"",""result"":871}","871","0.541875"
"Thorvald","Duckerin","Male","58","1995-10-20","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes","1","4 Pine View Junction","3021","VIC","Australia","8","{""formula"":"""",""result"":0.67}","{""formula"":""Q878*(IF(J878=\""Yes\"",1.25,1))"",""result"":0.8375}","{""formula"":""R878*(IF(OR(VALUE(P878)>8,VALUE(D878)>80),1.25,1))"",""result"":0.8375}","{""formula"":""S878*(IF(H878=\""Mass Customer\"",0.85,1))"",""result"":0.8375}","{""formula"":""RANK(W878,W1:W1002,0)"",""result"":871}","871","0.541875"
"Paulina","Iannuzzelli","Female","57","1956-03-08","Automation Specialist I","Manufacturing","Mass Customer","N","No","19","097 Hollow Ridge Alley","2118","NSW","Australia","11","{""formula"":"""",""result"":0.52}","{""formula"":""Q879*(IF(J879=\""Yes\"",1.25,1))"",""result"":0.52}","{""formula"":""R879*(IF(OR(VALUE(P879)>8,VALUE(D879)>80),1.25,1))"",""result"":0.65}","{""formula"":""S879*(IF(H879=\""Mass Customer\"",0.85,1))"",""result"":0.5525}","{""formula"":""RANK(W879,W1:W1002,0)"",""result"":877}","877","0.54"
"Ricki","Padefield","Male","43","1948-08-03","Automation Specialist III","Manufacturing","Affluent Customer","N","Yes","13","860 Barby Lane","4275","QLD","Australia","9","{""formula"":"""",""result"":0.81}","{""formula"":""Q880*(IF(J880=\""Yes\"",1.25,1))"",""result"":1.0125}","{""formula"":""R880*(IF(OR(VALUE(P880)>8,VALUE(D880)>80),1.25,1))"",""result"":1.265625}","{""formula"":""S880*(IF(H880=\""Mass Customer\"",0.85,1))"",""result"":1.265625}","{""formula"":""RANK(W880,W1:W1002,0)"",""result"":877}","877","0.54"
"Lizette","McKeaveney","Female","30","1994-04-11","Assistant Manager","Health","High Net Worth","N","Yes","13","6412 Butternut Road","2050","NSW","Australia","10","{""formula"":"""",""result"":0.93}","{""formula"":""Q881*(IF(J881=\""Yes\"",1.25,1))"",""result"":1.1625}","{""formula"":""R881*(IF(OR(VALUE(P881)>8,VALUE(D881)>80),1.25,1))"",""result"":1.453125}","{""formula"":""S881*(IF(H881=\""Mass Customer\"",0.85,1))"",""result"":1.453125}","{""formula"":""RANK(W881,W1:W1002,0)"",""result"":879}","879","0.5375"
"Muffin","Bhar","Male","44","1966-04-07",,"n/a","Affluent Customer","N","No","19","15 Weeping Birch Crossing","2448","NSW","Australia","4","{""formula"":"""",""result"":1.1}","{""formula"":""Q882*(IF(J882=\""Yes\"",1.25,1))"",""result"":1.1}","{""formula"":""R882*(IF(OR(VALUE(P882)>8,VALUE(D882)>80),1.25,1))"",""result"":1.1}","{""formula"":""S882*(IF(H882=\""Mass Customer\"",0.85,1))"",""result"":1.1}","{""formula"":""RANK(W882,W1:W1002,0)"",""result"":879}","879","0.5375"
"Jeno","Strafford","Male","67","1941-07-21","Tax Accountant","Financial Services","High Net Worth","N","No","7","891 Sachtjen Hill","4170","QLD","Australia","9","{""formula"":"""",""result"":0.73}","{""formula"":""Q883*(IF(J883=\""Yes\"",1.25,1))"",""result"":0.73}","{""formula"":""R883*(IF(OR(VALUE(P883)>8,VALUE(D883)>80),1.25,1))"",""result"":0.9125}","{""formula"":""S883*(IF(H883=\""Mass Customer\"",0.85,1))"",""result"":0.9125}","{""formula"":""RANK(W883,W1:W1002,0)"",""result"":879}","879","0.5375"
"Brigg","Himsworth","Male","63","1973-10-10",,"Telecommunications","Mass Customer","N","Yes","9","771 Union Crossing","4570","QLD","Australia","6","{""formula"":"""",""result"":0.62}","{""formula"":""Q884*(IF(J884=\""Yes\"",1.25,1))"",""result"":0.775}","{""formula"":""R884*(IF(OR(VALUE(P884)>8,VALUE(D884)>80),1.25,1))"",""result"":0.775}","{""formula"":""S884*(IF(H884=\""Mass Customer\"",0.85,1))"",""result"":0.65875}","{""formula"":""RANK(W884,W1:W1002,0)"",""result"":882}","882","0.5355"
"Judi","Cazereau","Female","22","1997-03-03","GIS Technical Architect","n/a","Affluent Customer","N","Yes","13","22 Farmco Avenue","3851","VIC","Australia","3","{""formula"":"""",""result"":1.09}","{""formula"":""Q885*(IF(J885=\""Yes\"",1.25,1))"",""result"":1.3625}","{""formula"":""R885*(IF(OR(VALUE(P885)>8,VALUE(D885)>80),1.25,1))"",""result"":1.3625}","{""formula"":""S885*(IF(H885=\""Mass Customer\"",0.85,1))"",""result"":1.3625}","{""formula"":""RANK(W885,W1:W1002,0)"",""result"":883}","883","0.53125"
"Shara","Bramhill","U","24",,,"IT","Affluent Customer","N","No","2","01 Bunker Hill Drive","2230","NSW","Australia","10","{""formula"":"""",""result"":0.44}","{""formula"":""Q886*(IF(J886=\""Yes\"",1.25,1))"",""result"":0.44}","{""formula"":""R886*(IF(OR(VALUE(P886)>8,VALUE(D886)>80),1.25,1))"",""result"":0.55}","{""formula"":""S886*(IF(H886=\""Mass Customer\"",0.85,1))"",""result"":0.55}","{""formula"":""RANK(W886,W1:W1002,0)"",""result"":883}","883","0.53125"
"Raleigh","Pont","Male","48","1964-11-02","Associate Professor","Entertainment","Mass Customer","N","No","14","7650 Gulseth Parkway","3139","VIC","Australia","7","{""formula"":"""",""result"":0.58}","{""formula"":""Q887*(IF(J887=\""Yes\"",1.25,1))"",""result"":0.58}","{""formula"":""R887*(IF(OR(VALUE(P887)>8,VALUE(D887)>80),1.25,1))"",""result"":0.58}","{""formula"":""S887*(IF(H887=\""Mass Customer\"",0.85,1))"",""result"":0.4929999999999999}","{""formula"":""RANK(W887,W1:W1002,0)"",""result"":883}","883","0.53125"
"Zachariah","Meininking","Male","40","1938-06-09","Cost Accountant","Financial Services","Affluent Customer","N","Yes","20","24815 Lindbergh Avenue","2749","NSW","Australia","7","{""formula"":"""",""result"":0.56}","{""formula"":""Q888*(IF(J888=\""Yes\"",1.25,1))"",""result"":0.7000000000000001}","{""formula"":""R888*(IF(OR(VALUE(P888)>8,VALUE(D888)>80),1.25,1))"",""result"":0.7000000000000001}","{""formula"":""S888*(IF(H888=\""Mass Customer\"",0.85,1))"",""result"":0.7000000000000001}","{""formula"":""RANK(W888,W1:W1002,0)"",""result"":883}","883","0.53125"
"Lesley","Garey","Male","52","1994-03-29","Software Consultant","Telecommunications","Mass Customer","N","No","11","924 Lindbergh Court","2226","NSW","Australia","9","{""formula"":"""",""result"":0.44}","{""formula"":""Q889*(IF(J889=\""Yes\"",1.25,1))"",""result"":0.44}","{""formula"":""R889*(IF(OR(VALUE(P889)>8,VALUE(D889)>80),1.25,1))"",""result"":0.55}","{""formula"":""S889*(IF(H889=\""Mass Customer\"",0.85,1))"",""result"":0.4675}","{""formula"":""RANK(W889,W1:W1002,0)"",""result"":883}","883","0.53125"
"Adriena","Giffin","Female","27","1957-03-17","Analog Circuit Design manager","Argiculture","Affluent Customer","N","Yes","5","1 Manitowish Court","2259","NSW","Australia","9","{""formula"":"""",""result"":0.84}","{""formula"":""Q890*(IF(J890=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R890*(IF(OR(VALUE(P890)>8,VALUE(D890)>80),1.25,1))"",""result"":1.3125}","{""formula"":""S890*(IF(H890=\""Mass Customer\"",0.85,1))"",""result"":1.3125}","{""formula"":""RANK(W890,W1:W1002,0)"",""result"":888}","888","0.525"
"Antoinette",,"Female","72","1980-07-28","Structural Analysis Engineer","Financial Services","Affluent Customer","N","No","5","9 Derek Alley","3058","VIC","Australia","9","{""formula"":"""",""result"":0.89}","{""formula"":""Q891*(IF(J891=\""Yes\"",1.25,1))"",""result"":0.89}","{""formula"":""R891*(IF(OR(VALUE(P891)>8,VALUE(D891)>80),1.25,1))"",""result"":1.1125}","{""formula"":""S891*(IF(H891=\""Mass Customer\"",0.85,1))"",""result"":1.1125}","{""formula"":""RANK(W891,W1:W1002,0)"",""result"":888}","888","0.525"
"Carr","Hopkynson","Male","64","1971-10-18",,"Manufacturing","Affluent Customer","N","No","16","5990 Fairfield Pass","2318","NSW","Australia","6","{""formula"":"""",""result"":0.7}","{""formula"":""Q892*(IF(J892=\""Yes\"",1.25,1))"",""result"":0.7}","{""formula"":""R892*(IF(OR(VALUE(P892)>8,VALUE(D892)>80),1.25,1))"",""result"":0.7}","{""formula"":""S892*(IF(H892=\""Mass Customer\"",0.85,1))"",""result"":0.7}","{""formula"":""RANK(W892,W1:W1002,0)"",""result"":888}","888","0.525"
"Shay","Briand","Male","57","1956-10-05","Project Manager","IT","Mass Customer","N","Yes","9","1 Mandrake Way","3844","VIC","Australia","1","{""formula"":"""",""result"":1.09}","{""formula"":""Q893*(IF(J893=\""Yes\"",1.25,1))"",""result"":1.3625}","{""formula"":""R893*(IF(OR(VALUE(P893)>8,VALUE(D893)>80),1.25,1))"",""result"":1.3625}","{""formula"":""S893*(IF(H893=\""Mass Customer\"",0.85,1))"",""result"":1.158125}","{""formula"":""RANK(W893,W1:W1002,0)"",""result"":888}","888","0.525"
"Karney","Burstow","Male","51","1972-07-02","Design Engineer","Property","Mass Customer","N","Yes","6","4011 Prairieview Court","2031","NSW","Australia","12","{""formula"":"""",""result"":0.4}","{""formula"":""Q894*(IF(J894=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R894*(IF(OR(VALUE(P894)>8,VALUE(D894)>80),1.25,1))"",""result"":0.625}","{""formula"":""S894*(IF(H894=\""Mass Customer\"",0.85,1))"",""result"":0.53125}","{""formula"":""RANK(W894,W1:W1002,0)"",""result"":888}","888","0.525"
"Latrena","Yetts","Female","11","1999-06-18","Civil Engineer","Manufacturing","High Net Worth","N","Yes","15","53877 Dakota Crossing","2871","NSW","Australia","3","{""formula"":"""",""result"":0.98}","{""formula"":""Q895*(IF(J895=\""Yes\"",1.25,1))"",""result"":1.225}","{""formula"":""R895*(IF(OR(VALUE(P895)>8,VALUE(D895)>80),1.25,1))"",""result"":1.225}","{""formula"":""S895*(IF(H895=\""Mass Customer\"",0.85,1))"",""result"":1.225}","{""formula"":""RANK(W895,W1:W1002,0)"",""result"":893}","893","0.520625"
"Jesse","Alflat","Male","31","1984-09-01","Executive Secretary","n/a","High Net Worth","N","No","5","49 Northfield Drive","2145","NSW","Australia","9","{""formula"":"""",""result"":0.6}","{""formula"":""Q896*(IF(J896=\""Yes\"",1.25,1))"",""result"":0.6}","{""formula"":""R896*(IF(OR(VALUE(P896)>8,VALUE(D896)>80),1.25,1))"",""result"":0.75}","{""formula"":""S896*(IF(H896=\""Mass Customer\"",0.85,1))"",""result"":0.75}","{""formula"":""RANK(W896,W1:W1002,0)"",""result"":893}","893","0.520625"
"Kelcie","Kingaby","Female","54","2000-03-24","Systems Administrator II","IT","Mass Customer","N","Yes","6","0 Summit Center","4019","QLD","Australia","4","{""formula"":"""",""result"":0.55}","{""formula"":""Q897*(IF(J897=\""Yes\"",1.25,1))"",""result"":0.6875}","{""formula"":""R897*(IF(OR(VALUE(P897)>8,VALUE(D897)>80),1.25,1))"",""result"":0.6875}","{""formula"":""S897*(IF(H897=\""Mass Customer\"",0.85,1))"",""result"":0.584375}","{""formula"":""RANK(W897,W1:W1002,0)"",""result"":893}","893","0.520625"
"Fabio","Commuzzo","Male","5","1961-10-02","Software Test Engineer II","Manufacturing","Mass Customer","N","No","18","66 Shopko Circle","3806","VIC","Australia","8","{""formula"":"""",""result"":0.52}","{""formula"":""Q898*(IF(J898=\""Yes\"",1.25,1))"",""result"":0.52}","{""formula"":""R898*(IF(OR(VALUE(P898)>8,VALUE(D898)>80),1.25,1))"",""result"":0.52}","{""formula"":""S898*(IF(H898=\""Mass Customer\"",0.85,1))"",""result"":0.442}","{""formula"":""RANK(W898,W1:W1002,0)"",""result"":896}","896","0.52"
"Heall","Andrioli","Male","46","1941-06-17","Environmental Tech","IT","Affluent Customer","N","Yes","7","370 Eastwood Road","4133","QLD","Australia","5","{""formula"":"""",""result"":0.84}","{""formula"":""Q899*(IF(J899=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R899*(IF(OR(VALUE(P899)>8,VALUE(D899)>80),1.25,1))"",""result"":1.05}","{""formula"":""S899*(IF(H899=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W899,W1:W1002,0)"",""result"":896}","896","0.52"
"Rickert","Brasted","Male","47","1959-09-18","Staff Scientist","Health","Mass Customer","N","No","10","20 Hoffman Park","2145","NSW","Australia","9","{""formula"":"""",""result"":0.99}","{""formula"":""Q900*(IF(J900=\""Yes\"",1.25,1))"",""result"":0.99}","{""formula"":""R900*(IF(OR(VALUE(P900)>8,VALUE(D900)>80),1.25,1))"",""result"":1.2375}","{""formula"":""S900*(IF(H900=\""Mass Customer\"",0.85,1))"",""result"":1.051875}","{""formula"":""RANK(W900,W1:W1002,0)"",""result"":898}","898","0.5125"
"Hedwig","Jayme","Female","38","1952-08-21","Accountant IV","Property","Affluent Customer","N","No","11","6293 Hooker Point","2099","NSW","Australia","10","{""formula"":"""",""result"":0.7}","{""formula"":""Q901*(IF(J901=\""Yes\"",1.25,1))"",""result"":0.7}","{""formula"":""R901*(IF(OR(VALUE(P901)>8,VALUE(D901)>80),1.25,1))"",""result"":0.875}","{""formula"":""S901*(IF(H901=\""Mass Customer\"",0.85,1))"",""result"":0.875}","{""formula"":""RANK(W901,W1:W1002,0)"",""result"":899}","899","0.51"
"Penrod","Tomasicchio","Male","5","1968-05-28",,"Health","High Net Worth","N","No","19","30 Harper Trail","2318","NSW","Australia","9","{""formula"":"""",""result"":0.65}","{""formula"":""Q902*(IF(J902=\""Yes\"",1.25,1))"",""result"":0.65}","{""formula"":""R902*(IF(OR(VALUE(P902)>8,VALUE(D902)>80),1.25,1))"",""result"":0.8125}","{""formula"":""S902*(IF(H902=\""Mass Customer\"",0.85,1))"",""result"":0.8125}","{""formula"":""RANK(W902,W1:W1002,0)"",""result"":899}","899","0.51"
"Pancho","Edis","Male","1","1970-12-30","Assistant Professor","n/a","Mass Customer","N","No","13","64467 Pankratz Pass","3023","VIC","Australia","7","{""formula"":"""",""result"":0.9}","{""formula"":""Q903*(IF(J903=\""Yes\"",1.25,1))"",""result"":0.9}","{""formula"":""R903*(IF(OR(VALUE(P903)>8,VALUE(D903)>80),1.25,1))"",""result"":0.9}","{""formula"":""S903*(IF(H903=\""Mass Customer\"",0.85,1))"",""result"":0.765}","{""formula"":""RANK(W903,W1:W1002,0)"",""result"":899}","899","0.51"
"Andriana","Gosnoll","Female","53","1964-05-19","Chief Design Engineer","Manufacturing","Mass Customer","N","No","8","900 Brown Junction","2291","NSW","Australia","10","{""formula"":"""",""result"":1.02}","{""formula"":""Q904*(IF(J904=\""Yes\"",1.25,1))"",""result"":1.02}","{""formula"":""R904*(IF(OR(VALUE(P904)>8,VALUE(D904)>80),1.25,1))"",""result"":1.275}","{""formula"":""S904*(IF(H904=\""Mass Customer\"",0.85,1))"",""result"":1.08375}","{""formula"":""RANK(W904,W1:W1002,0)"",""result"":899}","899","0.51"
"Nilson","Wiggam","Male","48","1996-02-15","Paralegal","Financial Services","Mass Customer","N","No","9","8845 Spaight Way","3049","VIC","Australia","6","{""formula"":"""",""result"":0.98}","{""formula"":""Q905*(IF(J905=\""Yes\"",1.25,1))"",""result"":0.98}","{""formula"":""R905*(IF(OR(VALUE(P905)>8,VALUE(D905)>80),1.25,1))"",""result"":0.98}","{""formula"":""S905*(IF(H905=\""Mass Customer\"",0.85,1))"",""result"":0.833}","{""formula"":""RANK(W905,W1:W1002,0)"",""result"":903}","903","0.5015"
"Denny","Spleving","Female","84","1973-05-13","Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes","5","85420 Myrtle Road","2114","NSW","Australia","8","{""formula"":"""",""result"":0.42}","{""formula"":""Q906*(IF(J906=\""Yes\"",1.25,1))"",""result"":0.525}","{""formula"":""R906*(IF(OR(VALUE(P906)>8,VALUE(D906)>80),1.25,1))"",""result"":0.65625}","{""formula"":""S906*(IF(H906=\""Mass Customer\"",0.85,1))"",""result"":0.65625}","{""formula"":""RANK(W906,W1:W1002,0)"",""result"":904}","904","0.5"
"Roth","Crum","U","0",,"Legal Assistant","IT","Mass Customer","N","No","2","276 Anthes Court","2450","NSW","Australia","6","{""formula"":"""",""result"":0.62}","{""formula"":""Q907*(IF(J907=\""Yes\"",1.25,1))"",""result"":0.62}","{""formula"":""R907*(IF(OR(VALUE(P907)>8,VALUE(D907)>80),1.25,1))"",""result"":0.62}","{""formula"":""S907*(IF(H907=\""Mass Customer\"",0.85,1))"",""result"":0.527}","{""formula"":""RANK(W907,W1:W1002,0)"",""result"":904}","904","0.5"
"Olia","O' Mullan","Female","77","26747","Account Executive","Health","Mass Customer","N","No","8","6315 Mendota Parkway","2263","NSW","Australia","7","{""formula"":"""",""result"":1.03}","{""formula"":""Q908*(IF(J908=\""Yes\"",1.25,1))"",""result"":1.03}","{""formula"":""R908*(IF(OR(VALUE(P908)>8,VALUE(D908)>80),1.25,1))"",""result"":1.03}","{""formula"":""S908*(IF(H908=\""Mass Customer\"",0.85,1))"",""result"":0.8755}","{""formula"":""RANK(W908,W1:W1002,0)"",""result"":904}","904","0.5"
"Conway","Juarez","Male","27","1967-03-02","Help Desk Technician","n/a","Affluent Customer","N","No","17","66904 American Ash Hill","4814","QLD","Australia","5","{""formula"":"""",""result"":0.78}","{""formula"":""Q909*(IF(J909=\""Yes\"",1.25,1))"",""result"":0.78}","{""formula"":""R909*(IF(OR(VALUE(P909)>8,VALUE(D909)>80),1.25,1))"",""result"":0.78}","{""formula"":""S909*(IF(H909=\""Mass Customer\"",0.85,1))"",""result"":0.78}","{""formula"":""RANK(W909,W1:W1002,0)"",""result"":904}","904","0.5"
"Dru","Crellim","Female","57","1963-03-04",,"n/a","Mass Customer","N","No","12","90 Morningstar Drive","3030","VIC","Australia","7","{""formula"":"""",""result"":0.41}","{""formula"":""Q910*(IF(J910=\""Yes\"",1.25,1))"",""result"":0.41}","{""formula"":""R910*(IF(OR(VALUE(P910)>8,VALUE(D910)>80),1.25,1))"",""result"":0.41}","{""formula"":""S910*(IF(H910=\""Mass Customer\"",0.85,1))"",""result"":0.3485}","{""formula"":""RANK(W910,W1:W1002,0)"",""result"":904}","904","0.5"
"Shaw","MacEvilly","Male","10","2000-05-06","Software Test Engineer III","Health","Affluent Customer","N","No","16","34020 Sheridan Park","2768","NSW","Australia","9","{""formula"":"""",""result"":1.04}","{""formula"":""Q911*(IF(J911=\""Yes\"",1.25,1))"",""result"":1.04}","{""formula"":""R911*(IF(OR(VALUE(P911)>8,VALUE(D911)>80),1.25,1))"",""result"":1.3}","{""formula"":""S911*(IF(H911=\""Mass Customer\"",0.85,1))"",""result"":1.3}","{""formula"":""RANK(W911,W1:W1002,0)"",""result"":904}","904","0.5"
"Brook","Eade","Female","65","1957-11-17","Sales Representative","Retail","Mass Customer","N","Yes","8","58 Meadow Valley Court","2330","NSW","Australia","5","{""formula"":"""",""result"":0.63}","{""formula"":""Q912*(IF(J912=\""Yes\"",1.25,1))"",""result"":0.7875}","{""formula"":""R912*(IF(OR(VALUE(P912)>8,VALUE(D912)>80),1.25,1))"",""result"":0.7875}","{""formula"":""S912*(IF(H912=\""Mass Customer\"",0.85,1))"",""result"":0.6693749999999999}","{""formula"":""RANK(W912,W1:W1002,0)"",""result"":904}","904","0.5"
"Aleece","Feige","Female","49","1975-09-16",,"Manufacturing","Mass Customer","N","No","18","2030 Anderson Lane","2141","NSW","Australia","10","{""formula"":"""",""result"":1.01}","{""formula"":""Q913*(IF(J913=\""Yes\"",1.25,1))"",""result"":1.01}","{""formula"":""R913*(IF(OR(VALUE(P913)>8,VALUE(D913)>80),1.25,1))"",""result"":1.2625}","{""formula"":""S913*(IF(H913=\""Mass Customer\"",0.85,1))"",""result"":1.073125}","{""formula"":""RANK(W913,W1:W1002,0)"",""result"":904}","904","0.5"
"Dolorita","Strutton","Female","7","1991-05-21","General Manager","Manufacturing","Affluent Customer","N","No","17","07 Acker Pass","3178","VIC","Australia","8","{""formula"":"""",""result"":0.75}","{""formula"":""Q914*(IF(J914=\""Yes\"",1.25,1))"",""result"":0.75}","{""formula"":""R914*(IF(OR(VALUE(P914)>8,VALUE(D914)>80),1.25,1))"",""result"":0.75}","{""formula"":""S914*(IF(H914=\""Mass Customer\"",0.85,1))"",""result"":0.75}","{""formula"":""RANK(W914,W1:W1002,0)"",""result"":904}","904","0.5"
"Harman","A'field","Male","39","1960-12-27","Geologist III","Manufacturing","Affluent Customer","N","Yes","6","31815 Vermont Drive","4227","QLD","Australia","5","{""formula"":"""",""result"":0.4}","{""formula"":""Q915*(IF(J915=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R915*(IF(OR(VALUE(P915)>8,VALUE(D915)>80),1.25,1))"",""result"":0.5}","{""formula"":""S915*(IF(H915=\""Mass Customer\"",0.85,1))"",""result"":0.5}","{""formula"":""RANK(W915,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Hildegarde","Bamb","Female","16","1961-02-10","Help Desk Operator","n/a","High Net Worth","N","Yes","10","5070 Division Parkway","3910","VIC","Australia","9","{""formula"":"""",""result"":0.95}","{""formula"":""Q916*(IF(J916=\""Yes\"",1.25,1))"",""result"":1.1875}","{""formula"":""R916*(IF(OR(VALUE(P916)>8,VALUE(D916)>80),1.25,1))"",""result"":1.484375}","{""formula"":""S916*(IF(H916=\""Mass Customer\"",0.85,1))"",""result"":1.484375}","{""formula"":""RANK(W916,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
